timestamp,index,uuid,pci_bus_id,graphics_clock_mhz,memory_clock_mhz,power_w,power_limit_w,gpu_temperature_c,memory_temperature_c,gpu_util_pct,memory_used_mib,pstate,sw_power_cap,sw_thermal_slowdown,hw_thermal_slowdown
2026/07/20 00:50:15.058, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.37, 150.00, 55, 54, 0, 5, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:15.063, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.30, 150.00, 53, 52, 0, 5, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:15.197, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.37, 150.00, 55, 54, 0, 5, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:15.203, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.30, 150.00, 53, 52, 0, 5, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:15.369, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.37, 150.00, 55, 54, 0, 5, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:15.375, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.28, 150.00, 53, 52, 0, 5, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:15.513, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.37, 150.00, 55, 54, 0, 5, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:15.521, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.30, 150.00, 53, 52, 0, 5, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:15.686, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.37, 150.00, 55, 54, 0, 5, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:15.693, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.28, 150.00, 53, 52, 0, 5, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:15.841, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.39, 150.00, 55, 54, 0, 5, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:15.852, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.30, 150.00, 53, 52, 0, 5, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:15.993, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.37, 150.00, 55, 54, 0, 5, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:15.999, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.28, 150.00, 53, 52, 0, 5, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:16.159, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.37, 150.00, 55, 54, 0, 5, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:16.165, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.30, 150.00, 53, 52, 0, 5, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:16.298, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.37, 150.00, 55, 54, 0, 8, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:16.303, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.28, 150.00, 53, 52, 0, 8, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:16.435, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.35, 150.00, 55, 54, 0, 8, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:16.440, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.28, 150.00, 53, 52, 0, 8, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:16.572, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.35, 150.00, 55, 54, 0, 8, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:16.577, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.26, 150.00, 53, 52, 0, 8, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:16.727, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.35, 150.00, 55, 54, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:16.737, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.26, 150.00, 53, 52, 0, 20, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:16.874, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.37, 150.00, 55, 54, 3, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:16.880, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 29.80, 150.00, 53, 52, 3, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:17.012, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.35, 150.00, 55, 54, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:17.018, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.28, 150.00, 53, 52, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:17.152, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.37, 150.00, 55, 54, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:17.158, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.30, 150.00, 53, 52, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:17.291, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.37, 150.00, 55, 54, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:17.298, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.28, 150.00, 53, 52, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:17.460, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.39, 150.00, 55, 54, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:17.468, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.30, 150.00, 53, 52, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:17.604, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.37, 150.00, 55, 54, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:17.611, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 29.82, 150.00, 53, 52, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:17.775, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.39, 150.00, 55, 54, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:17.781, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.30, 150.00, 53, 52, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:17.945, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.39, 150.00, 55, 54, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:17.952, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.30, 150.00, 53, 52, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:18.086, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.37, 150.00, 55, 54, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:18.092, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.28, 150.00, 53, 52, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:18.253, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.39, 150.00, 55, 54, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:18.260, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.30, 150.00, 53, 52, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:18.393, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.37, 150.00, 55, 54, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:18.400, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.30, 150.00, 53, 52, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:18.561, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.39, 150.00, 55, 54, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:18.569, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.30, 150.00, 53, 52, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:18.709, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.39, 150.00, 55, 54, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:18.717, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 30.30, 150.00, 53, 52, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:18.873, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.37, 150.00, 55, 54, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:18.879, 1, ${V100_GPU_1_UUID}, 00000000:02:00.0, 892, 877, 29.80, 150.00, 53, 52, 0, 316, P0, Not Active, Not Active, Not Active
2026/07/20 00:50:19.013, 0, ${V100_GPU_0_UUID}, 00000000:01:00.0, 892, 877, 32.37, 150.00, 55, 54, 0, 316, P0, Not Active, Not Active, Not Active
